International Journal of Bipolar Disorders,NA,4.34
Multiple Sclerosis and Related Disorders,NA,4.339
Journal of Rock Mechanics and Geotechnical Engineering,NA,4.338
Criminology Public Policy,NA,4.333
Internet Interventions the Application of Information Technology in Mental and Behavioural Health,NA,4.333
Internet Interventions the Application of Information Technology in Mental and Behavioural Health,NA,4.333
Polymers,NA,4.329
Virologica Sinica,NA,4.327
International Journal of Disaster Risk Reduction,NA,4.32
Ict Express,NA,4.317
Journal of Cardiovascular Computed Tomography,NA,4.309
Geo Spatial Information Science,NA,4.288
Aesthetic Surgery Journal,NA,4.283
Advances in Nonlinear Analysis,NA,4.279
Oeconomia Copernicana,NA,4.274
Journal of Neuro Engineering and Rehabilitation,NA,4.262
Journal of Hospitality and Tourism Technology,NA,4.26
Journal of Asthma and Allergy,NA,4.258
Environmental Science Water Research Technology,NA,4.251
Information Technology for Development,NA,4.25
Sport Exercise and Performance Psychology,NA,4.25
Social Media Society,NA,4.249
Cancer Biology Medicine,NA,4.248
Physics of the Dark Universe,NA,4.243
Journal of Clinical Medicine,NA,4.241
Food Bioscience,NA,4.24
Reaction Chemistry Engineering,NA,4.239
Environmental Science Processes Impacts,NA,4.238
Chemical Engineering and Processing Process Intensification,NA,4.237
Sociological Science,NA,4.237
Lupus Science Medicine,NA,4.235
Journal of Ovarian Research,NA,4.234
Journal of Diabetes Investigation,NA,4.232
Policy and Society,NA,4.231
Journal of International Financial Markets Institutions Money,NA,4.211
Mycosphere,NA,4.211
European Thyroid Journal,NA,4.209
Journal of Plant Interactions,NA,4.208
Journal of Cancer,NA,4.207
Beneficial Microbes,NA,4.205
Frontiers of Chemical Science and Engineering,NA,4.204
Journal of Positive Psychology,NA,4.197
Ieee Transactions on Network and Service Management,NA,4.195
Npj Systems Biology and Applications,NA,4.187
Anthropocene Review,NA,4.182
Anthropocene Review,NA,4.182
Gut Pathogens,NA,4.181
Frontiers in Ecology and Evolution,NA,4.171
Energy Science Engineering,NA,4.17
Kidney International Reports,NA,4.164
Drug Design Development and Therapy,NA,4.162
Frontiers in Psychiatry,NA,4.157
Frontiers in Psychiatry,NA,4.157
Lgbt Health,NA,4.151
Lgbt Health,NA,4.151
Onco Targets and Therapy,NA,4.147
Psychology of Violence,NA,4.147
Catalysts,NA,4.146
Toxics,NA,4.146
European Political Science Review,NA,4.143
Jmir Serious Games,NA,4.143
Anaesthesia Critical Care Pain Medicine,NA,4.132
Journal of Cardiovascular Translational Research,NA,4.132
Advances in Climate Change Research,NA,4.13
Microorganisms,NA,4.128
Accounting Auditing Accountability Journal,NA,4.117
Jmir Public Health and Surveillance,NA,4.112
Jmir Public Health and Surveillance,NA,4.112
Food and Energy Security,NA,4.109
Journal of Clinical and Translational Hepatology,NA,4.108
Membranes,NA,4.106
Annals of Cardiothoracic Surgery,NA,4.101
Genes,NA,4.096
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,NA,4.092
Journal of High Energy Astrophysics,NA,4.091
Research in International Business and Finance,NA,4.091
Climate Risk Management,NA,4.09
Climate Risk Management,NA,4.09
Acs Applied Polymer Materials,NA,4.089
Plant Genome,NA,4.089
International Journal of Mining Science and Technology,NA,4.084
World Allergy Organization Journal,NA,4.084
Frontiers in Neuroinformatics,NA,4.081
Stroke and Vascular Neurology,NA,4.081
E Neuro,NA,4.081
International Journal for Parasitology Drugs and Drug Resistance,NA,4.077
Journal of Bone Oncology,NA,4.072
European Journal of Psychotraumatology,NA,4.071
American Journal of Translational Research,NA,4.06
Mobile Dna,NA,4.06
Environment and Planning a Economy and Space,NA,4.056
Cpt Pharmacometrics Systems Pharmacology,NA,4.054
Journal of Eating Disorders,NA,4.049
Journal of Eating Disorders,NA,4.049
Molecular Brain,NA,4.041
Journal of Global Antimicrobial Resistance,NA,4.035
Journal of Responsible Innovation,NA,4.034
Therapeutic Advances in Respiratory Disease,NA,4.031
Sustainable Computing Informatics Systems,NA,4.028
Diagnostic and Interventional Imaging,NA,4.026
Journal of Research in Interactive Marketing,NA,4.018
International Journal of Machine Learning and Cybernetics,NA,4.012
International Journal of Mechanics and Materials in Design,NA,4.011
Journal of King Saud University Science,NA,4.011
Journal of Diabetes Research,NA,4.011
Frontiers in Energy Research,NA,4.008
Journal of Diabetes,NA,4.006
Advanced Theory and Simulations,NA,4.004
Frontiers in Neurology,NA,4.003
Infection and Drug Resistance,NA,4.003
Pediatric Obesity,NA,4
High Power Laser Science and Engineering,NA,3.992
Cancer Management and Research,NA,3.989
Physical Review Materials,NA,3.989
Clinical Proteomics,NA,3.988
Financial Innovation,NA,3.985
R Journal,NA,3.984
Asia Pacific Journal of Marketing and Logistics,NA,3.979
International Journal of Bio Inspired Computation,NA,3.977
Journal of Computational Science,NA,3.976
Fermentation Basel,NA,3.975
Anthropocene,NA,3.964
Planning Theory Practice,NA,3.962
Journal of Intensive Care,NA,3.953
Current Hematologic Malignancy Reports,NA,3.952
Journal of Construction Engineering and Management,NA,3.951
Journal of Cardiovascular Development and Disease,NA,3.948
Journal of Multinational Financial Management,NA,3.945
Annals of Clinical Microbiology and Antimicrobials,NA,3.944
Egyptian Informatics Journal,NA,3.943
Csee Journal of Power and Energy Systems,NA,3.938
Plants Basel,NA,3.935
Annals of Translational Medicine,NA,3.932
Journal of Saudi Chemical Society,NA,3.932
Bmc Geriatrics,NA,3.921
Bmc Geriatrics,NA,3.921
Ieee Acm Transactions on Audio Speech and Language Processing,NA,3.919
Ieee Journal on Emerging and Selected Topics in Circuits and Systems,NA,3.916
Pharmacogenomics Personalized Medicine,NA,3.912
Interface Focus,NA,3.906
International Journal of Rail Transportation,NA,3.9
Sustainable Energy Grids Networks,NA,3.899
Journal of Marriage and Family,NA,3.896
Food Nutrition Research,NA,3.894
Ieee Transactions on Network Science and Engineering,NA,3.894
Ieee Journal of Photovoltaics,NA,3.887
Journal of Flood Risk Management,NA,3.884
Nanocomposites,NA,3.879
Territory Politics Governance,NA,3.878
Applied Water Science,NA,3.874
Journal of Information Security and Applications,NA,3.872
Journal of Soil Science and Plant Nutrition,NA,3.872
Expert Review of Gastroenterology Hepatology,NA,3.869
Hormones Cancer,NA,3.869
Georisk Assessment and Management of Risk for Engineered Systems and Geohazards,NA,3.868
International Forum of Allergy Rhinology,NA,3.858
Frontiers in Neuroanatomy,NA,3.856
Chem Photo Chem,NA,3.849
Global Challenges,NA,3.847
Sports Health a Multidisciplinary Approach,NA,3.843
Andrology,NA,3.842
Therapeutic Advances in Drug Safety,NA,3.842
Journal of Oncology Practice,NA,3.84
Critical Studies in Education,NA,3.837
Quantitative Imaging in Medicine and Surgery,NA,3.837
International Journal of Mental Health and Addiction,NA,3.836
International Journal of Mental Health and Addiction,NA,3.836
Open Forum Infectious Diseases,NA,3.835
Mycotoxin Research,NA,3.833
Bio Impacts,NA,3.831
Journal of Applied Research in Memory and Cognition,NA,3.83
Current Stem Cell Research Therapy,NA,3.828
International Journal of Geomechanics,NA,3.819
Life Basel,NA,3.817
Petroleum Exploration and Development,NA,3.803
Wiley Interdisciplinary Reviews Energy and Environment,NA,3.803
One Health,NA,3.8
Policy and Internet,NA,3.8
Political Science Research and Methods,NA,3.798
Ieee Consumer Electronics Magazine,NA,3.789
Expert Review of Respiratory Medicine,NA,3.772
International Journal of Retail Distribution Management,NA,3.771
Food Structure Netherlands,NA,3.769
Plant Reproduction,NA,3.767
Air Quality Atmosphere and Health,NA,3.763
World Journal of Diabetes,NA,3.763
Geomechanics and Geophysics for Geo Energy and Geo Resources,NA,3.75
Housing Theory Society,NA,3.744
Molecular Omics,NA,3.743
Ieee Robotics and Automation Letters,NA,3.741
Propulsion and Power Research,NA,3.738
Alexandria Engineering Journal,NA,3.732
Biomedical Optics Express,NA,3.732
International Journal of Disaster Risk Science,NA,3.727
Journal of Financial Stability,NA,3.727
Current Infectious Disease Reports,NA,3.725
Journal of Gastric Cancer,NA,3.72
Minerva Urologica e Nefrologica,NA,3.72
Journal of Infection and Public Health,NA,3.718
Frontiers in Public Health,NA,3.709
Frontiers in Public Health,NA,3.709
Diagnostics,NA,3.706
Waste and Biomass Valorization,NA,3.703
Cognitive Research Principles and Implications,NA,3.701
Journal of Virus Eradication,NA,3.696
Neo Biota,NA,3.684
Ultrasonography,NA,3.675
Applied Nanoscience,NA,3.674
Environmental Health and Preventive Medicine,NA,3.674
Environmental Health and Preventive Medicine,NA,3.674
Kidney Research and Clinical Practice,NA,3.667
Ieee Transactions on Signal and Information Processing over Networks,NA,3.664
Gastroenterology Report,NA,3.651
Beilstein Journal of Nanotechnology,NA,3.649
Chinese Journal of International Politics,NA,3.649
Journal of Neurologic Physical Therapy,NA,3.649
European Journal of Remote Sensing,NA,3.647
Forest Ecosystems,NA,3.645
Phytobiomes Journal,NA,3.643
Computational Intelligence and Neuroscience,NA,3.633
Energy Technology,NA,3.631
Biochemistry and Cell Biology,NA,3.626
Materials,NA,3.623
Personality Disorders Theory Research and Treatment,NA,3.623
Environment and Planning b Urban Analytics and City Science,NA,3.619
International Journal of Housing Policy,NA,3.612
Nutrition Bulletin,NA,3.609
Progress in Earth and Planetary Science,NA,3.604
Cirp Journal of Manufacturing Science and Technology,NA,3.602
Movement Ecology,NA,3.6
Journal of Geriatric Oncology,NA,3.599
Transportation Letters the International Journal of Transportation Research,NA,3.598
Transportation Letters the International Journal of Transportation Research,NA,3.598
Med Chem Comm,NA,3.597
Neurophotonics,NA,3.593
Flexible and Printed Electronics,NA,3.588
Extractive Industries and Society an International Journal,NA,3.586
Journal of Space Weather and Space Climate,NA,3.584
Journal of Law and the Biosciences,NA,3.583
Journal of Law and the Biosciences,NA,3.583
Progress in Physical Geography Earth and Environment,NA,3.58
Structural Change and Economic Dynamics,NA,3.579
Big Data Research,NA,3.578
Pulmonology,NA,3.575
Applied Psychology Health and Well Being,NA,3.569
Bmj Supportive Palliative Care,NA,3.568
Therapeutic Advances in Endocrinology and Metabolism,NA,3.565
Journal of Immigrant Refugee Studies,NA,3.547
Addiction Science Clinical Practice,NA,3.544
Addiction Science Clinical Practice,NA,3.544
Asian Journal of Psychiatry,NA,3.543
Geoscience Letters,NA,3.543
Practical Radiation Oncology,NA,3.539
Ophthalmology and Therapy,NA,3.536
Perioperative Medicine,NA,3.535
Engineering Construction and Architectural Management,NA,3.531
Engineering Construction and Architectural Management,NA,3.531
Geomatics Natural Hazards Risk,NA,3.528
Journal of Vacation Marketing,NA,3.525
Toxicology Research,NA,3.524
Canadian Journal of Gastroenterology and Hepatology,NA,3.522
Journal of Global Information Technology Management,NA,3.519
Frontiers in Materials,NA,3.515
Ima Fungus,NA,3.515
Acs Omega,NA,3.512
Annual Review of Linguistics,NA,3.512
Ieee Transactions on Control of Network Systems,NA,3.502
Eurasian Business Review,NA,3.5
Global Mental Health,NA,3.5
Journal of Brand Management,NA,3.5
Frontiers in Earth Science,NA,3.498
Transportmetrica a Transport Science,NA,3.496
Transportmetrica a Transport Science,NA,3.496
Digital Health,NA,3.495
Digital Health,NA,3.495
Bio Chip Journal,NA,3.494
Rheumatology and Therapy,NA,3.494
Neurospine,NA,3.492
Pathogens,NA,3.492
Marketing Intelligence Planning,NA,3.491
Ieee Transactions on Computational Imaging,NA,3.49
Neurology Genetics,NA,3.485
Journal of Insects as Food and Feed,NA,3.484
Advances in Manufacturing,NA,3.48
Journal of the Association of Environmental and Resource Economists,NA,3.478
Wiley Interdisciplinary Reviews Cognitive Science,NA,3.476
Acs Earth and Space Chemistry,NA,3.475
Chem Med Chem,NA,3.466
Annals of Laboratory Medicine,NA,3.464
Business Process Management Journal,NA,3.464
International Breastfeeding Journal,NA,3.461
Journal of Experimental Criminology,NA,3.459
Annals of General Psychiatry,NA,3.455
Annals of General Psychiatry,NA,3.455
Pervasive and Mobile Computing,NA,3.453
Human Vaccines Immunotherapeutics,NA,3.452
Database the Journal of Biological Databases and Curation,NA,3.451
Journal of Translational Internal Medicine,NA,3.451
Journal of Leadership Organizational Studies,NA,3.448
Optical Materials Express,NA,3.442
Economic Anthropology,NA,3.439
Urolithiasis,NA,3.436
Society and Mental Health,NA,3.432
Global Heart,NA,3.426
Transnational Environmental Law,NA,3.424
Ieee Intelligent Transportation Systems Magazine,NA,3.419
Regenerative Therapy,NA,3.419
Frontiers in Pediatrics,NA,3.418
Agronomy Basel,NA,3.417
Journal of Service Theory and Practice,NA,3.415
Frontiers in Veterinary Science,NA,3.412
Biomed Research International,NA,3.411
Journal of Ocean Engineering and Science,NA,3.408
Allergy Asthma and Clinical Immunology,NA,3.406
Cell Adhesion Migration,NA,3.405
Integrating Materials and Manufacturing Innovation,NA,3.404
Forum of Mathematics Pi,NA,3.4
Journal of Applied Research on Medicinal and Aromatic Plants,NA,3.4
Chemosensors,NA,3.398
Bjs Open,NA,3.396
Land,NA,3.395
Brain Sciences,NA,3.394
World Journal of Gastrointestinal Oncology,NA,3.393
Health Systems Reform,NA,3.391
Chronic Obstructive Pulmonary Diseases Journal of the Copd Foundation,NA,3.39
Bmj Open Diabetes Research Care,NA,3.388
Public Policy and Administration,NA,3.386
Materials Today Communications,NA,3.383
Advances in Production Engineering Management,NA,3.382
Journal of Geriatric Physical Therapy,NA,3.381
Global Ecology and Conservation,NA,3.38
Ieee Transactions on Cognitive and Developmental Systems,NA,3.379
Brazilian Journal of Physical Therapy,NA,3.377
Work Aging and Retirement,NA,3.375
Ieee Access,NA,3.367
Rsc Advances,NA,3.361
Tomography,NA,3.358
International Journal of Chronic Obstructive Pulmonary Disease,NA,3.355
Sustainability Accounting Management and Policy Journal,NA,3.354
Borsa Istanbul Review,NA,3.348
Ieee Transactions on Big Data,NA,3.344
Current Molecular Pharmacology,NA,3.339
Solid Earth,NA,3.337
Aeolian Research,NA,3.336
Efsa Journal,NA,3.336
Endocrine Connections,NA,3.335
Rice Science,NA,3.333
International Journal of Lean Six Sigma,NA,3.329
International Journal of Lean Six Sigma,NA,3.329
Journal of Fashion Marketing and Management,NA,3.329
Military Medical Research,NA,3.329
Case Studies in Construction Materials,NA,3.328
Journal of Geriatric Cardiology,NA,3.327
Environmental Development,NA,3.326
Journal of Nursing Management,NA,3.325
Journal of Nursing Management,NA,3.325
Facta Universitatis Series Mechanical Engineering,NA,3.324
Grey Systems Theory and Application,NA,3.321
Asian Journal of Organic Chemistry,NA,3.319
Health Research Policy and Systems,NA,3.318
Bmc Pulmonary Medicine,NA,3.317
Ieee Journal of Translational Engineering in Health and Medicine Jtehm,NA,3.316
Acs Applied Electronic Materials,NA,3.314
Fractal and Fractional,NA,3.313
Journal of Trauma and Acute Care Surgery,NA,3.313
Journal of Structural Engineering,NA,3.312
Ejnmmi Physics,NA,3.309
Nano Futures,NA,3.306
International Journal of Sport and Exercise Psychology,NA,3.304
Cancer Control,NA,3.302
Amb Express,NA,3.298
Medical Education Online,NA,3.298
Borderline Personality Disorder and Emotion Dysregulation,NA,3.297
Transportation Geotechnics,NA,3.293
Trends in Hearing,NA,3.293
Frontiers in Systems Neuroscience,NA,3.289
Translational Vision Science Technology,NA,3.283
Epidemiology and Health,NA,3.282
Journal of Consumer Behaviour,NA,3.28
Paleoceanography and Paleoclimatology,NA,3.277
Polish Archives of Internal Medicine Polskie Archiwum Medycyny Wewnetrznej,NA,3.277
Ao b Plants,NA,3.276
Ieee Transactions on Terahertz Science and Technology,NA,3.274
Bioengineered,NA,3.269
Bladder Cancer,NA,3.269
Journal of Modern Power Systems and Clean Energy,NA,3.265
Dermatology and Therapy,NA,3.264
Journal of Breath Research,NA,3.262
Experimental Neurobiology,NA,3.261
Eye and Vision,NA,3.257
Sustainability,NA,3.251
Sustainability,NA,3.251
Yale Journal on Regulation,NA,3.25
Korean Circulation Journal,NA,3.243
Leadership Organization Development Journal,NA,3.242
Health Promotion and Chronic Disease Prevention in Canada Research Policy and Practice,NA,3.24
P Lo s One,NA,3.24
Reproductive Medicine and Biology,NA,3.239
Bmc Palliative Care,NA,3.234
Bmc Palliative Care,NA,3.234
Conservation Science and Practice,NA,3.233
Geomechanics and Engineering,NA,3.223
Reproductive Health,NA,3.223
Reproductive Health,NA,3.223
Eating Disorders,NA,3.222
Eating Disorders,NA,3.222
Journal of Cloud Computing Advances Systems and Applications,NA,3.222
Kidney Diseases,NA,3.222
Environment Development and Sustainability,NA,3.219
Aquaculture Reports,NA,3.216
Ecohydrology Hydrobiology,NA,3.215
Advances in Concrete Construction,NA,3.214
Bj Psych Open,NA,3.209
Bj Psych Open,NA,3.209
Economic Systems,NA,3.208
International Journal of Multimedia Information Retrieval,NA,3.205
Games for Health Journal,NA,3.204
Conservation Society,NA,3.203
Risk Management and Healthcare Policy,NA,3.2
Risk Management and Healthcare Policy,NA,3.2
Mental Health and Physical Activity,NA,3.197
Epj Data Science,NA,3.184
Epj Data Science,NA,3.184
Eco Health,NA,3.184
Pain Practice,NA,3.183
Carbon Management,NA,3.182
Carbon Management,NA,3.182
Ain Shams Engineering Journal,NA,3.18
Heart Failure Clinics,NA,3.179
Communication Sport,NA,3.178
Critical Perspectives on Accounting,NA,3.176
Defence Technology,NA,3.172
Women and Birth,NA,3.172
Women and Birth,NA,3.172
Ecosphere,NA,3.171
Diabetes Metabolic Syndrome and Obesity Targets and Therapy,NA,3.168
Pathogens and Disease,NA,3.166
Journal of the Pediatric Infectious Diseases Society,NA,3.164
Current Epidemiology Reports,NA,3.161
Journal of Marketing for Higher Education,NA,3.156
Chem Nano Mat,NA,3.154
G 3 Genes Genomes Genetics,NA,3.154
Journal of Water Reuse and Desalination,NA,3.154
Translational Andrology and Urology,NA,3.15
Research Politics,NA,3.141
Microbiology Open,NA,3.139
Ejnmmi Research,NA,3.138
International Journal of Interactive Multimedia and Artificial Intelligence,NA,3.137
Journal of Pain Research,NA,3.133
Rhizosphere,NA,3.129
Fractional Calculus and Applied Analysis,NA,3.126
Journal of Asian Ceramic Societies,NA,3.125
Bioscience of Microbiota Food and Health,NA,3.121
Maritime Economics Logistics,NA,3.119
Nanomaterials and Nanotechnology,NA,3.116
Environment and Planning c Politics and Space,NA,3.103
Water,NA,3.103
Food Quality and Safety,NA,3.102
Archives of Agronomy and Soil Science,NA,3.092
Current Urology Reports,NA,3.092
Journal of Contextual Behavioral Science,NA,3.092
Journal of Choice Modelling,NA,3.091
Conservation Physiology,NA,3.079
Contact Lens Anterior Eye,NA,3.077
Gm Crops Food Biotechnology in Agriculture and the Food Chain,NA,3.074
Intensive and Critical Care Nursing,NA,3.072
Intensive and Critical Care Nursing,NA,3.072
Minerva Gastroenterologica e Dietologica,NA,3.072
Hematology American Society of Hematology Education Program,NA,3.061
Organizational Psychology Review,NA,3.056
Island Studies Journal,NA,3.054
Journal of Water Resources Planning and Management,NA,3.054
Creativity and Innovation Management,NA,3.051
Journal of Theoretical and Applied Electronic Commerce Research,NA,3.049
Pediatric Physical Therapy,NA,3.049
Journal of Marketing Management,NA,3.048
Porcine Health Management,NA,3.048
Slas Technology,NA,3.047
Translational Behavioral Medicine,NA,3.046
Translational Behavioral Medicine,NA,3.046
Best Practice Research Clinical Gastroenterology,NA,3.043
Competition Change,NA,3.043
Abdominal Radiology,NA,3.039
Agroecology and Sustainable Food Systems,NA,3.039
Plant Direct,NA,3.038
Studies in Second Language Learning and Teaching,NA,3.036
Economic Research Ekonomska Istrazivanja,NA,3.034
Journal of Integrative Medicine Jim,NA,3.034
Child and Adolescent Psychiatry and Mental Health,NA,3.033
Child and Adolescent Psychiatry and Mental Health,NA,3.033
Horticultural Plant Journal,NA,3.032
Journal of Herbal Medicine,NA,3.032
Transportmetrica b Transport Dynamics,NA,3.03
Transportmetrica b Transport Dynamics,NA,3.03
Physical Therapy Rehabilitation Journal,NA,3.021
Collabra Psychology,NA,3.02
Pulmonary Circulation,NA,3.017
Korean Journal of Pain,NA,3.016
Surface Innovations,NA,3.016
Policing a Journal of Policy and Practice,NA,3.014
Methods and Applications in Fluorescence,NA,3.009
Bmc Pregnancy and Childbirth,NA,3.007
Brazilian Journal of Psychiatry,NA,3
Brazilian Journal of Psychiatry,NA,3
Carbon Balance and Management,NA,3
Chinese Journal of Natural Medicines,NA,3
Geochemical Perspectives,NA,3
International Peacekeeping,NA,3
Journal of Causal Inference,NA,3
Journal of Causal Inference,NA,3
Journal of Transportation Safety Security,NA,3
Mobile Media Communication,NA,3
Parasite,NA,3
Venture Capital,NA,3
Childhood Obesity,NA,2.992
Integrated Environmental Assessment and Management,NA,2.992
Frontiers in Psychology,NA,2.99
Myco Keys,NA,2.984
Peer j,NA,2.984
Structures,NA,2.983
Computer Law Security Review,NA,2.98
Sociology of Race and Ethnicity,NA,2.973
Discovery Medicine,NA,2.97
Ieee Transactions on Human Machine Systems,NA,2.968
Infectious Agents and Cancer,NA,2.965
Bmc Ecology,NA,2.964
Royal Society Open Science,NA,2.963
School Mental Health,NA,2.959
Journal of Building Performance Simulation,NA,2.957
Biofuels Uk,NA,2.956
Jmir Medical Informatics,NA,2.955
Gland Surgery,NA,2.953
Journal of Psychosomatic Obstetrics Gynecology,NA,2.949
Journal of Psychosomatic Obstetrics Gynecology,NA,2.949
Psychology of Men Masculinities,NA,2.948
Nano Communication Networks,NA,2.947
Perspectives on Medical Education,NA,2.947
Diabetes Therapy,NA,2.945
Psychology Research and Behavior Management,NA,2.945
International Journal of Mental Health Systems,NA,2.94
Journal of Integrated Pest Management,NA,2.937
Journal of Tissue Viability,NA,2.932
Journal of Tissue Viability,NA,2.932
Current Cardiology Reports,NA,2.931
International Journal for Academic Development,NA,2.929
Chem Bio Eng Reviews,NA,2.927
Agriculture Basel,NA,2.925
Feminist Media Studies,NA,2.922
Johnson Matthey Technology Review,NA,2.92
Structural Dynamics Us,NA,2.92
Slas Discovery,NA,2.918
Education and Information Technologies,NA,2.917
Re Call,NA,2.917
Global Spine Journal,NA,2.915
Journal of Information Display,NA,2.913
Ecology and Evolution,NA,2.912
Chemistry Open,NA,2.911
Journal of Orthopaedics and Traumatology,NA,2.907
Cyberpsychology Journal of Psychosocial Research on Cyberspace,NA,2.905
Journal of Managed Care Specialty Pharmacy,NA,2.903
Critical Public Health,NA,2.9
Earth and Space Science,NA,2.9
Journal of Medical Toxicology,NA,2.9
Isprs International Journal of Geo Information,NA,2.899
Pregnancy Hypertension an International Journal of Womens Cardiovascular Health,NA,2.899
Endocrine Metabolic Immune Disorders Drug Targets,NA,2.895
Journal of Thoracic Disease,NA,2.895
Pathogens and Global Health,NA,2.894
Journal of Gastrointestinal Oncology,NA,2.892
Micromachines,NA,2.891
Science and Technology Studies,NA,2.889
Multinational Business Review,NA,2.886
Journal of Land Use Science,NA,2.885
Korean Journal of Internal Medicine,NA,2.884
Coatings,NA,2.881
Accounting Forum,NA,2.875
Consumption Markets Culture,NA,2.873
Npj Primary Care Respiratory Medicine,NA,2.871
Journal of Physiological Anthropology,NA,2.867
International Journal of Critical Infrastructure Protection,NA,2.865
Chem Plus Chem,NA,2.863
Children Basel,NA,2.863
Food Science Nutrition,NA,2.863
Journal of Electronic Commerce Research,NA,2.861
Learning Disabilities Research Practice,NA,2.861
International Transactions on Electrical Energy Systems,NA,2.86
Journal of Vascular Surgery Venous and Lymphatic Disorders,NA,2.859
International Journal of Sustainability in Higher Education,NA,2.854
Environmental Policy and Governance,NA,2.853
Ecological Processes,NA,2.849
Journal of Integrative Agriculture,NA,2.848
Processes,NA,2.847
Cardiovascular Diagnosis and Therapy,NA,2.845
Matter and Radiation at Extremes,NA,2.845
Journal of Patient Safety,NA,2.844
Journal of Patient Safety,NA,2.844
Zoological Letters,NA,2.836
International Neurourology Journal,NA,2.835
Perspectives on Behavior Science,NA,2.835
Green Processing and Synthesis,NA,2.83
Preventing Chronic Disease,NA,2.83
Preventing Chronic Disease,NA,2.83
Asia Pacific Journal of Ophthalmology,NA,2.827
Oncology Research and Treatment,NA,2.825
Journal of Hydraulic Engineering,NA,2.817
Science and Medicine in Football,NA,2.815
Bio Energy Research,NA,2.814
Energy Sustainability and Society,NA,2.811
Bmc Womens Health,NA,2.809
Bmc Womens Health,NA,2.809
Geoderma Regional,NA,2.807
Survey Research Methods,NA,2.806
Journal of Outdoor Recreation and Tourism Research Planning and Management,NA,2.803
Oral and Maxillofacial Surgery Clinics of North America,NA,2.802
Geomechanics for Energy and the Environment,NA,2.8
Geothermal Energy,NA,2.8
Trends in Organized Crime,NA,2.8
Molecular Genetics and Metabolism Reports,NA,2.797
Journal of Transport Health,NA,2.796
Pharmacology Research Perspectives,NA,2.794
Chemical and Biological Technologies in Agriculture,NA,2.792
Ecosystem Health and Sustainability,NA,2.792
Journal of Flow Chemistry,NA,2.786
Population Health Metrics,NA,2.786
Evaluation,NA,2.778
International Theory,NA,2.778
Separations,NA,2.777
Bmc Zoology,NA,2.773
International Journal of Womens Health,NA,2.773
Human Dimensions of Wildlife,NA,2.771
Insects,NA,2.769
Journal of Analytical Science and Technology,NA,2.769
Journal of Early Childhood Literacy,NA,2.769
International Journal of Qualitative Methods,NA,2.767
Frontiers of Materials Science,NA,2.765
Dementia International Journal of Social Research and Practice,NA,2.764
Bmc Endocrine Disorders,NA,2.763
Frontiers in Integrative Neuroscience,NA,2.763
Bmc Oral Health,NA,2.757
Journal of Knee Surgery,NA,2.757
Animals,NA,2.752
Journal of Prosthodontics Implant Esthetic and Reconstructive Dentistry,NA,2.752
Clinical and Translational Imaging,NA,2.75
Journal of Legal Analysis,NA,2.75
Journal of Pharmaceutical Innovation,NA,2.75
Progress in Orthodontics,NA,2.75
International Review of Research in Open and Distributed Learning,NA,2.747
Weather Climate and Society,NA,2.746
Weather Climate and Society,NA,2.746
Research in Transportation Business and Management,NA,2.74
Fire Ecology,NA,2.738
Journal of Ethnobiology and Ethnomedicine,NA,2.733
Orthopaedic Journal of Sports Medicine,NA,2.727
Conflict and Health,NA,2.723
Conflict and Health,NA,2.723
Sport Marketing Quarterly,NA,2.722
Journal of Commodity Markets,NA,2.721
Frontiers in Surgery,NA,2.718
International Journal of Multilingualism,NA,2.714
Acm Transactions on Knowledge Discovery from Data,NA,2.713
Electrocatalysis,NA,2.713
Symmetry Basel,NA,2.713
Patient Preference and Adherence,NA,2.711
Frontiers in Energy,NA,2.709
Brain and Behavior,NA,2.708
International Journal of Management Education,NA,2.707
Safety and Health at Work,NA,2.707
Safety and Health at Work,NA,2.707
Operations Management Research,NA,2.706
Foot and Ankle Surgery,NA,2.705
Parkinsons Disease,NA,2.704
Journal of Diversity in Higher Education,NA,2.703
Operative Neurosurgery,NA,2.703
Journal of Cosmetic Dermatology,NA,2.696
Journal of Electromagnetic Engineering and Science,NA,2.696
Febs Open Bio,NA,2.693
Bmj Open,NA,2.692
Professional Development in Education,NA,2.689
Basic and Clinical Andrology,NA,2.688
Journal of Taibah University for Science,NA,2.688
Journal of the Association for Information Science and Technology,NA,2.687
Journal of the Association for Information Science and Technology,NA,2.687
Atmosphere,NA,2.686
Journal of Movement Disorders,NA,2.683
Journal of Healthcare Engineering,NA,2.682
Iise Transactions,NA,2.681
Geoheritage,NA,2.68
Applied Sciences Basel,NA,2.679
Forensic Chemistry,NA,2.676
Photonics,NA,2.676
International Journal for Parasitology Parasites and Wildlife,NA,2.674
Groundwater,NA,2.671
Silicon,NA,2.67
Artificial Intelligence and Law,NA,2.667
Artificial Intelligence and Law,NA,2.667
International Data Privacy Law,NA,2.667
Applied Physiology Nutrition and Metabolism,NA,2.665
Management of Biological Invasions,NA,2.663
Assessment in Education Principles Policy Practice,NA,2.656
Applied Linguistics Review,NA,2.655
Communication and Critical Cultural Studies,NA,2.653
Frontiers in Neurorobotics,NA,2.65
Buildings,NA,2.648
Journal of Occupational Medicine and Toxicology,NA,2.646
Sex Education Sexuality Society and Learning,NA,2.646
Healthcare,NA,2.645
Healthcare,NA,2.645
Minerals,NA,2.644
International Journal of Polymer Science,NA,2.642
